URL,Title,English Title,Lyrics
https://genius.com/Dpr-ian-ribbon-lyrics,Ribbon,,"[Verse 1]
I am tied to your throne
While our conversation is out the door
I'm paralyzed to your eyes (Ooh-ooh)
I was worried you'd be a surprise
[Chorus]
She's wrapped in a
Contagious, contagious, contagious ribbon (Oh my)
Can't take this, can't take this, can't take this (Rewind)
Contagious, contagious, contagious ribbon (Oh my)
Can't take this, can't take this, can't take this
[Verse 2]
Perfection hidden in the moonlight, yeah (Ooh-ooh)
No dead ends when it comes to your lullaby
When you sing to me (Oh), when she sings to me (Yeah)
I fall way too deep, there's no way to see
[Pre-Chorus]
Tell me while you're blushing (Oh)
Are we onto something? (Oh)
Or is it just a way to keep out?
[Chorus]
She's wrapped in a
Contagious, contagious, contagious ribbon (Oh my)
Can't take this, can't take this, can't take this (Rewind)
Contagious, contagious, contagious ribbon (Oh my)
Can't take this, can't take this, can't take this"
https://genius.com/Dpr-ian-winterfall-lyrics,Winterfall,,"[Intro]
MITO
[Chorus]
I'm, I'm, I'm
(I'm, ooh)
I'm in a winterfall (You)
You're the only one I want to
I'm, I'm, I'm
In a winterfall (I'm, ooh)
I'm in a winterfall (You)
[Verse 1]
Can you get this boulder off me?
No god in me, I fall on my knees
The world will see the war in me
It's all I need when you see me loving you
[Pre-Chorus]
Tell me where I went wrong on the surface
I set my wings ablaze
'Cause I thought you would barely notice (Ooh)
Tell me what you want from me
It's killing me, and I'll still commit
'Cause you fucked with me
Oh, it's mutiny, it's not new to me
That it just came down to
You're the only one I want to"
https://genius.com/Dpr-live-legacy-lyrics,LEGACY,,"[Intro]
COMING TO YOU LIVE
Potential
질 거면, yeah
[Verse 1]
질 거면 왜 해?
깔끔한 계획
여기서 제외
Put on my jet pack
왜 계속 rap 해?
솔직히 no 이해
솔직히 널 위해
Bro 그냥 just get back
Back, back, back up
World tour, trendsetter
2 EP's, Full album
You can't touch this
I'm just saying Potential
Your far from my lane your lame
I'm on my space ship no safe shit, uh
Album 냈어, 반응 좋았어
But I don't care, 바로 다음 거
섭외 전화, 모든 공연 리스트 준비해놔
COMING TO YOU LIVE
그 Rolex, 그 money dance
어설퍼 너, 음, no thanks
Your favorite rapper, 걔 누구였지?
Just bars"
https://genius.com/Dpr-ian-mito-lyrics,MITO,,"[Verse]
Going
Going
Going
I'm going, trying to stay alive
Don’t down, want to be alone like
Going, trying to stay alive
Don't down, want to be alone like, ayy
(Ayy, ayy, ayy)
Going
Down
Love it
(Ayy, ayy, ayy)
Going
Down
Love it
I'm just tryin’ to stay alive
(Ayy, ayy, ayy, ayy, ayy-ayy-ayy)
Keep the fire down
Don't want to be alone
Like yesterday
(Ayy, ayy, ayy)"
https://genius.com/Dpr-ian-avalon-lyrics,Avalon,,"[Chorus]
Play me through the stereo
Hold me on the dance floor (All night)
Take me to your Avalon
Nobody needs to come along
Just come alone
Play me through the stereo (Ooh-ooh-ooh)
Hold me on the dance floor (All night)
Take me to your Avalon (Ooh-ooh-ooh)
Nobody needs to come along
Just come alone, oh
[Verse 1]
Seconds go by, look into your eyes
You're slowing down a little just to catch this high
Oh, fell for you on a Sunday night
You dance 'til the morning, now it's one more time, yeah
[Pre-Chorus]
Where you wanna land?
Drop into Havanas or France
End it with a glass
Hoping you would see through this trance
[Chorus]
Play me through the stereo (Ooh-ooh-ooh)
Hold me on the dance floor (All night)
Take me to your Avalon (Ooh-ooh-ooh)
Nobody needs to come along
Just come alone, oh-oh"
https://genius.com/Dpr-ian-seraph-lyrics,Seraph,,"[Intro]
I'm going
[Spoken]
And as you lay down your grace to me
The skies begin to bleach red
And the stars begin to fall
I feel myself changing
As my world starts dividing
I look upon you one last time
As I
[Refrain]
Set my wings on fire
I set my wings on fire
I set my wings on fire
I'm going
I set my wings on fire
So hold me this one last time
[Spoken]
And as you lay down your grace to me
The skies begin to bleach red
And the stars begin to fall
I feel myself changing
As my world starts dividing
I look upon you one last time
As I"
https://genius.com/Dpr-ian-sometimes-im-lyrics,Sometimes I’m,,"[Intro]
So most of the times
I would say I'm a pretty bright person, uh
Easy to get along with, you know?
And most of the times, I do smile a lot, I reckon
But then you know, 
sometimes, um, hmm, well
[Chorus]
Sometimes I'm
I'm better left alone
Sometimes I'm
I'm waiting for you to go
Sometimes I'm
Just hoping that you would know
Sometimes I'm
I'm wondering, how did I get this
[Verse 1]
Gun to my head in the first place?
I'm doing just fine
I got myself in this rat race
Who cares about the time?
I'm breaking down to my old ways
Just falling out of line
I smile and tell you I'm okay
No, no, really"
https://genius.com/Dpr-live-oh-girl-lyrics,OH GIRL,,"[Chorus]
Oh girl
Won't you say some’ right now?
Oh girl, oh girl, oh girl
You make me feel strange in so many type of ways
Oh girl
Won't you say some' right now?
Oh girl, oh girl, oh girl
You make me feel strange in so many type of ways
[Verse 1]
Too many type of ways
넌 늘 외계어로 말을 해
너의 무표정은 아니래
너의 움직임은 맞다 해
Girl, you’re strange (Girl, you're strange, girl, you're strange)
Girl you drive me crazy
Girl you drive me crazy
COMING TO YOU LIVE
My turn to drive you crazy (She goes crazy)
I'm gonna let it graze you (She goes insane)
The only conversation
We're having is aggression
We're levitated illuminated
Everything we touch
Goes down to the floor
Now sink it down, black hole, whoa"
https://genius.com/Dpr-live-here-goes-nothing-lyrics,HERE GOES NOTHING,,"[Intro]
So will you save me if I fell?
Will you save me if I, if I crash? (Crash)
How about love? (How about love?)
Would you love me if I, if I ran? (Ran)
Because I hate that I fall
I hate that I crash
I hate when I run
I hate this victim mentality
Somebody save me, somebody save me from my self
I feel like I'm in a loop sometimes
Would somebody catch me if I fell?
If I fell will you catch me?  (If I fell, if I fell)
(If I fell, if I fell)
Will somebody catch me?
Will you catch me?
Will you catch me?
Will you catch me if I
Will you?
[Chorus]
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Geronimo)
Geronimo (Oh, love the lows)
Geronimo  (There is, there is no high)
Geronimo (Love the lows, I love the lows)
Geronimo (There is, there is no high)
Geronimo (Love the lows)
Geronimo  (There is, there is no high)
Geronimo (Love the lows, I love the lows)
Geronimo  (There is, there is no high)
Geronimo
Geronimo (Yeah)
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo (Yeah)
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo
Geronimo"
https://genius.com/Dpr-live-god-bless-lyrics,GOD BLESS,,"Korean
[Chorus: DPR LIVE]
God bless, yeah, yeah, yeah
Whoo, whoo
God bless, yeah, yeah
Whoo, whoo, yeah, yeah
""Coming to you live""
[Verse 1: DPR LIVE]
한도 깨부셔버려 무작정
어두운 날들이 느껴진다면
기억해, what you would die for
난, I do it cause I wanna 나눠
With the people that im alive for
1분 1초가 값져, 왜냐하면 한번 가면
오지 않아, ""LIVE"" my motto
Trynna do suttin fuckin mean
I dont know(i dont know)
We be doing things this
World's never seen
Bitch ass, 판단하지말어 man
We the motherfuckin team
Flip the ""EVIL"" and rewind
Now I'm coming to you ""LIVE""
L-I-V-E!, haha, im blessed"
https://genius.com/Dpr-live-sos-lyrics,S.O.S,,"[Intro]
Sailing over Saturn (You are now entering)
I'm sailing over Saturn (Space, S.O.S)
[Chorus]
Let's go-o-o-o-o-o-o (S.O.S)
Let's go-o-o-o-o-o-o (Sailing over Saturn)
Let's get lost, F the cost
말해 뭐해 like F all the loss
꿈을 담아 싣고 launch
Three, two, one, let's get lost
Let's go-o-o-o-o-o-o
COMING TO YOU LIVE
I'm sailing over Saturn
[Verse 1]
Take a listen
이걸 듣고 나면 알게 될 걸
왜 우릴 못 담는지 너의 chart가
Witness the difference
우린 숫자들로 수치화를 할 수 없는 수채화를 그려가
We'll run the distance
여정이 길어져도 타협 없어
We run the distance to
Where we glisten
Only space can hold us
DREAM PERFECT (Ignition)"
https://genius.com/Dpr-live-no-rescue-needed-lyrics,NO RESCUE NEEDED,,"[Chorus]
I don't mind, how I got here
If I die, why would I care?
Green blue skies
Yeah, I love those green blue skies
[Verse]
Do you feel it?
Well I feel it
If you don't feel it just feel it
All I'm saying is just feel it
No, no, no, don't think it just feel it
Feel it in your nerves
Feel it in your heart
And then let those feelings curve
Let it curve and merge
Into the universe and see it disperse
[Chorus]
I don't mind, how I got here
If I die, why would I care?
Green blue skies
Yeah, I love those green blue skies
I don't mind, how I got here
If I die, why would I care?
Green blue skies
Yeah, I love those green blue skies"
https://genius.com/Dpr-live-disconnect-lyrics,DISCONNECT,,"[Intro]
IITE COOL
COMING TO YOU LIVE
Like I, like I
[Chorus]
Like I said on thirst, yeah, I'm going off first
Hold tight, 벨트 매고 'cause we're going off earth (Earth, yeah)
Okay, what, what, uh, uh, uh, come on
Like I said on thirst, yeah, I'm going off first
Hold tight, 벨트 매고 'cause we're going off earth (Earth)
Look into my eyes, let me redefine
What's in my mind, one at a time
Let it stretch beyond eons
[Outro]
Five, four, three, two, one
Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Ohh)
Oh-oh-oh-oh
Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
Hoo-oo-oo-oo"
https://genius.com/Dpr-live-just-dream-it-lyrics,​just dream it,,"[Intro]
IITE COOL
[Verse]
Feelin' like a villain
Lately I've been killing
All these lame rappers
In the building
I ain't done hell no I ain't leaving
Till my crew we counting millions
Middle fingers to the ceilin'
Hater? Never
Busy breathing
What I believe in
Too high up to even care
Mind elevated in the air
My reality I
[Chorus]
Just dream it (Whoo, whoo)
Just dream it (Yeah, yeah)
30 000 feet in the air
Way too high up to even care
Just dream it (Whoo, whoo)
Just dream it (Yeah, okay)"
https://genius.com/Dpr-ian-ufo-lyrics,UFO,,"[Lyrics from 
Instagram Snippet
]
I've been losing all my coins
Home girls got me wasted
And all the boys are on the floor
They're running out of patience
Now, I think I've been here before
On so many occasions
My life has been so back and forth
Just one last celebration (Prescription)
She got blue [?] jewels and a crystal [?] (Mm)
Walking through the street, not a UFO in sight
Oh-oh, I would love for this moment to last
How I long for this moment to..."
https://genius.com/Dpr-ian-mito-reborn-lyrics,MITO REBORN,,"I feel the thunder in my eyes
(Ooh-ooh-ooh-ooh-ooh)
(MITO)
Is he the one to turn?
Is he the one to take?
(Woo)
Take my heart to the coldest world
(I'm gonna take)
Take my heart to the coldest world
(Eh-oh-eh-oh)
(MITO)
(Eh-oh)"
https://genius.com/C-clown-justice-lyrics,암행어사,Justice,"[씨클라운 ""암행어사"" 가사]
쿵 치키치키치키치키 아
쿵 치키치키치키치키 호
쿵 치키치키치키치키 하
(와와와 이리 와 이리 와)
Yeah, I'm dizzy on the bottle
Walking jack sparrow
내 말을 거역하면 밀어버려 내 맘대로
다하나 하나씩 t-t-t-t-t take you all down
(와와와 이리 와 이리 와)
꼼짝 마라 모두 pace up 이젠 숨지 마
I'll be sickin' them out then takin' them down
Just work it about and fly, I'ma make it fly
(와와와 이리 와 이리 와)
시선집중 모두들 다 이리로 이리로 붙어
이게 내 전공이니까 내 뒤로 내 뒤로 붙어
혼자선 감당이 안돼
지금같이 싹 잘라버리게
팔팔에 하나 공 팔육에 하나오
암행어사 출두요
Ay-oh, ay-oh-ooh-hoo, ay-oh, ay-oh"
https://genius.com/C-clown-lets-love-lyrics,나랑만나,Let’s Love,"[Intro]
[Rome] Yeah, this is how the word plays
Yeah, this is how the word plays
Yeah, this is how the word plays
You know we back It's C-Clown
[Verse 1]
[Ray] Oneureun mwol ibeobollae
Naeireun mwol ibeobollae
Da saenggakhaenwa naega da sajulge
Hago sipeun geollo da malhaebwa
[Siwoo] Mwodeun hae julge geu daesin
Neoneun oneul sigan jom nae
[T.K.] You can do, what you want
And I'll do, what you want
Dareun mal deo piryo eobseo Huh
[Pre-Chorus]
[Kangjun] Nahante wa yeogi naegero wa
[T.K.] Yeah, That's right neoneun narang eoullinikka
[Ray] Gakkai wa amudo an bwa
[Rome] Yeah neoui namjan naya neoui namjan naya
Uh drop it
[Chorus]
[Ray] Narang manna (ya)
Neoneun narang maja (maja) kkeullineun geon (e)
Jigeum baro neo (neo) neo (neo) neo (neo)
[Kangjun] Neoneun narang maja (maja)
Dareun nomdeureun (da) jeorigara hae (hae) e (e)"
https://genius.com/Dpr-ian-the-gods-can-bleed-lyrics,THE GODS CAN BLEED,,
https://genius.com/Dpr-live-rust-lyrics,Rust,,"[DPR LIVE ""Rust"" 가사]
[Intro]
Calculating system control
Correct subject
Pressurizing craft
Alternate universes located
Uh (Uh-uh-uh)
Auto-destruction enabled
(Danger, danger, danger)
(Coming to you LIVE)
[Outro]
(Huh)
Seoul, Korea
(Yeah)"
https://genius.com/Dpr-live-deja-vu-lyrics,Deja Vu,,"It wasn't always like this
(Hey!)
(Hey!)
Access authorized
Accessing...
10%
60%
100
Lightspeed sequence initiated"
https://genius.com/Dpr-ian-avalon-interlude-band-version-lyrics,Avalon Interlude,Band Version,
https://genius.com/C-clown-cold-lyrics,Cold,,"Wassup girl
You know it`s been a long time
And I missed ya
But now it`s cold
집으로 돌아가던 길
많은 사람들 속에서
익숙한 향기가 나
느낌이 와
단번에 너란 걸 알아
어찌나 반갑던지
나도 몰래 웃음을 지었지
근데 넌 아닌가봐
어색한 정적이 흘렀지
무슨 말부터 꺼내야 할지
한참을 고민했어
하긴 그럴만도 하지
좋지 않았던 우리의 끝
It's so cold
멈춰버린 너와 나
It's so cold
예전과는 너무 다르게
차가워진 니 앞에 난
I'm so cold
사실 웃고만 있어도
말하지 않아도
너의 눈엔 모든 게 보여
Baby 넌 나 못 속여 Girl
차가워진 어두운 밤
Just don`t forget it
넌 아직 내가 싫은가봐
Just tell me why
닿으면 얼어 버릴 것 같은
니 차가운 입술
말 한마디 마다 차가워
내게 날아와 비수
이젠 나 어떡해
You're cold like ice winter
아직도 난 너만 보고 있는데
이렇게 널 보는데
무슨 말부터 꺼내야할지
한참을 고민했어
하긴 그럴만도 하지
좋지 않았던 우리의 끝
It's so cold
멈춰버린 너와 나
It's so cold
예전과는 너무 다르게
차가워진 니 앞에 난
I'm so cold
니 마음은 너무 차가워
So cold
너와 떨어지지 않게
널 꽉 잡아
So hold on
My baby girl
너는 너무 예쁜 걸
그러니 어떻게 포기하겠어
이리도 완벽한 널
난 오늘도 니 생각만 하는데
이렇게 널 보며 매일 행복해
웃음 짓곤 하는데 Lady
아직도 모르겠어
난 널 보면 내 맘이
녹아버릴 것 같아
All night
오늘도 차가운 넌
나를 외면할 것 같아
무슨 말부터 꺼내야할지
한참을 고민했어
하긴 그럴만도 하지
좋지 않았던 우리의 끝
It's so cold
멈춰버린 너와 나
It's so cold
예전과는 너무 다르게
차가워진 니 앞에 난
I'm so cold"
https://genius.com/Dpr-ian-so-i-danced-lyrics,So I Danced,,"[Lyrics from 
Teaser
]
Don't waste your tears on somebody you couldn't even save
[Lyrics from 
Instagram Story
]
I'll see you on the other side
Where our worlds will collide
And take what's yours
Just leave me in two pieces
I flushed my heart down in the basement
Where all the ravens take their turns
Picking at what's left, oh
I took you out of my existence
Only to crawl back into your arms
Knowing how much it will make me go insane
The grass is always meaner on the other side"
https://genius.com/Dpr-ian-unknown-lyrics,Unknown*,,"[Verse]
[?] bring the unknown ([?])
My friends don't leave me alone
The marry getting too old
My feeling so [?]
[?] so broke
[?]
[Chorus]
Get together [?] on Sunday in morning
[?] this back home
I couple beautiful world [?]
[?] take you back home
[Post Chorus]
Back home
Back home
[?] take you back home
Back home
Back home
[Verse]
My enemy do not know (who cut themselves)
My [?] Ready to blow
I tell myself to [?]
[?]
[?]
[?]"
https://genius.com/Genius-traducciones-al-espanol-dpr-ian-nerves-traduccion-al-espanol-lyrics,DPR IAN - Nerves,Traducción al Español,"[Letra de ""DPR IAN - Nerves (Traducción al Español)""]
[Verso 1]
Ey, chica, escuché que estás dejando la ciudad
Ey, chica, puede que no importe ahora
Ey, chica, tal vez funcionó de alguna manera
Eso es lo que me digo
Cuando te acuestes esta noche
Tantas veces que podría haber aguantado
Todavía no puedo creer que te dejé sola
Me rompe en pedazos, ella nunca sabrá
Lo mucho que desearía nunca haberte dejado ir
[Refrán]
Hola, ¿cómo estás?
Escuché que te ves feliz ahora
Hola, ¿cómo estás?
No te preocupes por mí porque estoy bien
[Verso 2]
Así que pasaste alrededor de mi casa (Ooh-ooh)
Y dejaste tus huellas con las puntas de tus dedos
Estoy sentado donde tú te sentaste (Ooh-ooh)
Y ahora él está buscando algo sin sentido
[Coro]
Me estoy poniendo, poniendo un poco nervioso (nervioso)
Estoy llegando, llegando a la superficie (superficie)
Me estoy poniendo, poniendo un poco nervioso (nervioso)
Estoy llegando, llegando a la superficie (superficie)"
https://genius.com/Dpr-ian-tyyrg-lyrics,Tyyrg,,;
https://genius.com/Genius-traducciones-al-espanol-dpr-ian-mito-traduccion-al-espanol-lyrics,DPR IAN - MITO,Traducción al Español,"[Letra de ""DPR IAN - MITO (Traducción al Español)""]
Yendo
Yendo
Yendo
Estoy yendo, tratando de mantenerme vivo
No bajes, quiero estar solo como
Yendo, tratando de mantenerme vivo
No bajes, quiero estar solo como, ayy
(Ayy, ayy, ayy)
Yendo
Abajo
Lo amo
(Ayy, ayy, ayy)
Yendo
Abajo
Lo amo
Sólo estoy tratando de mantenerme vivo
(Ayy, ayy, ayy, ayy, ayy-ayy-ayy)
Mantén el fuego abajo
No quiero estar solo
Como ayer
(Ayy, ayy, ayy)"
